id,source_locale,target_locale,source,target,entities,from,source_no_punct,target_no_punc,code_switch
8173edb6,it,en,Is Denali the largest mountain in the U.S.?,Denali est-il la plus grande montagne des États-Unis ?,['Q30'],mintaka,Is Denali the largest mountain in the US,Denali estil la plus grande montagne des ÉtatsUnis ,Is Denali the largest mountain in the États
4959a627,it,en,Is Yellowstone National Park located in California?,Le parc national Yellowstone est-il situé en Californie ?,['Q99'],mintaka,Is Yellowstone National Park located in California,Le parc national Yellowstone estil situé en Californie ,Is Parc national de Yellowstone located in California
a241900c,it,en,Is Rhode Island the smallest state in the U.S.?,Rhode Island est-il le plus petit État des États-Unis ?,['Q30'],mintaka,Is Rhode Island the smallest state in the US,Rhode Island estil le plus petit État des ÉtatsUnis ,Is Rhode Île the smallest state in the États
fad1cb16,it,en,Is Cardiff the capital of Wales?,Cardiff est-elle la capitale du Pays de Galles ?,['Q25'],mintaka,Is Cardiff the capital of Wales,Cardiff estelle la capitale du Pays de Galles ,Is Cardiff the capital of Pays de Galles
f0168c9c,it,en,Is New York City the capital of the USA?,La ville de New York est-elle la capitale des États-Unis ?,"['Q60', 'Q30']",mintaka,Is New York City the capital of the USA,La ville de New York estelle la capitale des ÉtatsUnis ,Is New York the capital of the ÉtatsUnis
453776d6,it,en,Is Chicago the capital of the USA?,Chicago est-elle la capitale des États-Unis ?,['Q30'],mintaka,Is Chicago the capital of the USA,Chicago estelle la capitale des ÉtatsUnis ,Is Chicago the capital of the ÉtatsUnis
763b9458,it,en,Is India the most populous country in the world?,L’Inde est-il le pays le plus peuplé du monde ?,['Q668'],mintaka,Is India the most populous country in the world,LInde estil le pays le plus peuplé du monde ,Is Inde the most populous country in the world
fcf2bb15,it,en,Is Stockholm the capital of Denmark?,Stockholm est-elle la capitale du Danemark ?,['Q35'],mintaka,Is Stockholm the capital of Denmark,Stockholm estelle la capitale du Danemark ,Is Stockholm the capital of Danemark
baacaa28,it,en,Is Mount Everest the highest in the world?,L’Everest est-il le plus haut sommet du monde ?,['Q513'],mintaka,Is Mount Everest the highest in the world,LEverest estil le plus haut sommet du monde ,Is Everest the highest in the world
b3852b57,it,en,Is Africa the continent with the most countries?,L’Afrique est-elle le continent qui compte le plus de pays ?,['Q15'],mintaka,Is Africa the continent with the most countries,LAfrique estelle le continent qui compte le plus de pays ,Is Afrique the continent with the most countries
c9a94f90,it,en,Is Austin the capitol of New Mexico?,Austin est-elle la capitale du Nouveau Mexique ?,['Q1522'],mintaka,Is Austin the capitol of New Mexico,Austin estelle la capitale du Nouveau Mexique ,Is Austin the capitol of Nouveau
706d3ae1,it,en,Is there a Royal Palace in the United States?,Y a-t-il un palais royal aux États-Unis ?,['Q30'],mintaka,Is there a Royal Palace in the United States,Y atil un palais royal aux ÉtatsUnis ,Is there a Palais royal de Madrid in the ÉtatsUnis
4d8921dc,it,en,Is there an active volcano in Argentina?,Y a-t-il un volcan actif en Argentine ?,['Q414'],mintaka,Is there an active volcano in Argentina,Y atil un volcan actif en Argentine ,Is there an active volcano in Argentins
30719db8,it,en,Is Guadalajara the capital of Mexico?,Guadalajara est-elle la capitale du Mexique ?,['Q96'],mintaka,Is Guadalajara the capital of Mexico,Guadalajara estelle la capitale du Mexique ,Is Guadalajara the capital of Mexique
28f0db9b,it,en,Is there an active volcano in Mexico?,Y a-t-il un volcan actif au Mexique ?,['Q96'],mintaka,Is there an active volcano in Mexico,Y atil un volcan actif au Mexique ,Is there an active volcano in Mexique
233f1635,it,en,Do all the Great Lakes touch both Canada and the USA?,Tous les Grands Lacs touchent-ils les États-Unis et le Canada ?,"['Q7347', 'Q30']",mintaka,Do all the Great Lakes touch both Canada and the USA,Tous les Grands Lacs touchentils les ÉtatsUnis et le Canada ,Do all the Grands Lacs touch both Canada and the ÉtatsUnis
a88d72fd,it,en,Does Italy share a border with France?,L’Italie partage-t-elle une frontière avec la France ?,['Q38'],mintaka,Does Italy share a border with France,LItalie partagetelle une frontière avec la France ,Does Italie share a border with France
b6218360,it,en,Is Egypt in Asia?,L’Égypte se trouve-t-il en Asie ?,"['Q79', 'Q48']",mintaka,Is Egypt in Asia,LÉgypte se trouvetil en Asie ,Is Égypte antique in dAsie
481f2470,it,en,Is China the biggest country in the world?,La Chine est-elle le plus grand pays du monde ?,['Q148'],mintaka,Is China the biggest country in the world,La Chine estelle le plus grand pays du monde ,Is Chine the biggest country in the world
33397cab,it,en,"Which state has more electoral votes, South Carolina or Tennessee?","Quel État a le plus de votes électoraux, la Caroline du Sud ou le Tennessee ?",['Q1456'],mintaka,Which state has more electoral votes South Carolina or Tennessee,Quel État a le plus de votes électoraux la Caroline du Sud ou le Tennessee ,Which state has more electoral votes Caroline du Sud or Tennessee
7003789a,it,en,Was Ronald Reagan governor of California before 1970?,Ronald Reagan a-t-il été gouverneur de la Californie avant 1970 ?,['Q99'],mintaka,Was Ronald Reagan governor of California before 1970,Ronald Reagan atil été gouverneur de la Californie avant 1970 ,Was Ronald Reagan governor of California before 1970
3a8a559b,it,en,"In 2016, did Kentucky or West Virginia have more votes for Donald Trump?","En 2016, quel État avait le plus grand nombre de votes pour Donald Trump, l’État du Kentucky ou celui de la Virginie occidentale ?",['Q1371'],mintaka,In 2016 did Kentucky or West Virginia have more votes for Donald Trump,En 2016 quel État avait le plus grand nombre de votes pour Donald Trump lÉtat du Kentucky ou celui de la Virginie occidentale ,In 2016 did Kentucky or Virginie-Occidentale have more votes for Donald Trump
53a68092,it,en,Does Ohio or Florida have more electoral votes?,L’Ohio ou la Floride ont-ils plus de votes électoraux ?,['Q812'],mintaka,Does Ohio or Florida have more electoral votes,LOhio ou la Floride ontils plus de votes électoraux ,Does Ohio or Floride have more electoral votes
93cb3a7a,it,en,Did Colorado or South Dakota have a lower voter turnout?,Le Colorado ou le Dakota du Sud ont-ils un taux de participation plus faible ?,['Q1211'],mintaka,Did Colorado or South Dakota have a lower voter turnout,Le Colorado ou le Dakota du Sud ontils un taux de participation plus faible ,Did Colorado or Dakota du Sud have a lower voter turnout
299a4c54,it,en,Is the Democratic Party older than 100 years old?,Le parti démocrate existe-t-il depuis plus de 100 ans ?,['Q29552'],mintaka,Is the Democratic Party older than 100 years old,Le parti démocrate existetil depuis plus de 100 ans ,Is the parti démocrate older than 100 years old
2dea0973,it,en,Is the Republican Party older than 150 years old?,Le parti républicain a-t-il plus de 150 ans ?,['Q29468'],mintaka,Is the Republican Party older than 150 years old,Le parti républicain atil plus de 150 ans ,Is the parti républicain older than 150 years old
3af365e4,it,en,Who was United States president after Jimmy Carter?,Qui a été président des États-Unis après Jimmy Carter ?,['Q30'],mintaka,Who was United States president after Jimmy Carter,Qui a été président des ÉtatsUnis après Jimmy Carter ,Who was ÉtatsUnis president after Jimmy Carter
77846e21,it,en,Which party has more seats in the House of Representatives?,Quel parti a le plus de sièges à la Chambre des représentants ?,['Q11701'],mintaka,Which party has more seats in the House of Representatives,Quel parti a le plus de sièges à la Chambre des représentants ,Which party has more seats in the Chambre des Représentants
0463fb2d,it,en,"Which state has more electoral votes, New York or Pennsylvania?","Quel État a le plus de voix électorales, New York ou la Pennsylvanie ?",['Q1400'],mintaka,Which state has more electoral votes New York or Pennsylvania,Quel État a le plus de voix électorales New York ou la Pennsylvanie ,Which state has more electoral votes New York or Pennsylvanie
8c88b8b3,it,en,Does Georgia have less electoral votes than Florida?,La Floride a-t-elle obtenu plus de voix que la Géorgie ?,"['Q812', 'Q1428']",mintaka,Does Georgia have less electoral votes than Florida,La Floride atelle obtenu plus de voix que la Géorgie ,Does Georgia have less electoral votes than Floride
311543cc,it,en,Does California have more electoral votes than Texas?,La Californie a-t-elle obtenu plus de voix que le Texas ?,['Q99'],mintaka,Does California have more electoral votes than Texas,La Californie atelle obtenu plus de voix que le Texas ,Does California have more electoral votes than Texas
04360a64,it,en,"Which state has more electoral votes, Hawaii or Illinois?","Quel État a le plus de votes électoraux, Hawaï ou l’Illinois ?",['Q782'],mintaka,Which state has more electoral votes Hawaii or Illinois,Quel État a le plus de votes électoraux Hawaï ou lIllinois ,Which state has more electoral votes Hawaï or Illinois
e5cbd04e,it,en,"Which state has more electoral votes, Texas or California?","Quel État a le plus de votes électoraux, le Texas ou la Californie ?",['Q99'],mintaka,Which state has more electoral votes Texas or California,Quel État a le plus de votes électoraux le Texas ou la Californie ,Which state has more electoral votes Texas or California
613c99f5,it,en,Which state has more US representatives Pennsylvania or Ohio?,"Quel est l’État qui compte le plus de représentants américains, la Pennsylvanie ou l’Ohio ?",['Q1400'],mintaka,Which state has more US representatives Pennsylvania or Ohio,Quel est lÉtat qui compte le plus de représentants américains la Pennsylvanie ou lOhio ,Which state has more États representatives Pennsylvanie or Ohio
96b3239c,it,en,"Which state has more representatives, California or Texas?","Quel État a le plus de représentants, la Californie ou le Texas ?",['Q99'],mintaka,Which state has more representatives California or Texas,Quel État a le plus de représentants la Californie ou le Texas ,Which state has more representatives California or Texas
143d289e,it,en,Are there more members in the House of Representatives than in the Senate?,Y a-t-il plus de membres à la Chambre des représentants qu’au Sénat ?,['Q11701'],mintaka,Are there more members in the House of Representatives than in the Senate,Y atil plus de membres à la Chambre des représentants quau Sénat ,Are there more members in the Chambre des Représentants than in the Sénat
3dc0d585,it,en,"Which state has more electoral votes, Alaska or California?","Quel État a le plus de votes électoraux, l’Alaska ou la Californie ?",['Q99'],mintaka,Which state has more electoral votes Alaska or California,Quel État a le plus de votes électoraux lAlaska ou la Californie ,Which state has more electoral votes Alaska or California
9bf6488b,it,en,"Which state has more electoral votes, Florida or Pennsylvania?","Quel État a le plus de votes électoraux, la Floride ou la Pennsylvanie ?","['Q812', 'Q1400']",mintaka,Which state has more electoral votes Florida or Pennsylvania,Quel État a le plus de votes électoraux la Floride ou la Pennsylvanie ,Which state has more electoral votes Floride or Pennsylvanie
42dbe526,it,en,"Which state has more liberal voters, California or Oregon?","Quel État compte le plus d’électeurs libéraux, la Californie ou l’Oregon ?",['Q99'],mintaka,Which state has more liberal voters California or Oregon,Quel État compte le plus délecteurs libéraux la Californie ou lOregon ,Which state has more liberal voters California or Oregon
167f3b99,it,en,"Who had a female leader first, United Kingdom or India?","Qui a eu une femme dirigeante en premier, le Royaume-Uni ou l’Inde ?","['Q145', 'Q668']",mintaka,Who had a female leader first United Kingdom or India,Qui a eu une femme dirigeante en premier le RoyaumeUni ou lInde ,Who had a female leader first RoyaumeUni or Inde
750c7621,it,en,Did Stalin die before the end of the Korean War?,Staline est-il décédé avant la fin de la Guerre de Corée ?,['Q8663'],mintaka,Did Stalin die before the end of the Korean War,Staline estil décédé avant la fin de la Guerre de Corée ,Did Staline die before the end of the guerre de Corée
b5d234f0,it,en,"Which state has more electoral votes, Florida or Georgia?","Quel État a le plus de votes électoraux, la Floride ou la Géorgie ?","['Q1428', 'Q812']",mintaka,Which state has more electoral votes Florida or Georgia,Quel État a le plus de votes électoraux la Floride ou la Géorgie ,Which state has more electoral votes Floride or Georgia
42640ccc,it,en,Does Florida have more electoral votes than Ohio?,La Floride a-t-elle obtenu plus de votes électoraux que l’Ohio ?,['Q812'],mintaka,Does Florida have more electoral votes than Ohio,La Floride atelle obtenu plus de votes électoraux que lOhio ,Does Floride have more electoral votes than Ohio
661382fe,it,en,"Which state has more electoral votes, South Carolina or North Carolina?","Quel État a le plus de votes électoraux, la Caroline du Sud ou la Caroline du Nord ?","['Q1456', 'Q1454']",mintaka,Which state has more electoral votes South Carolina or North Carolina,Quel État a le plus de votes électoraux la Caroline du Sud ou la Caroline du Nord ,Which state has more electoral votes Caroline du Sud or Caroline du Nord
9b827c89,it,en,Did the United States of America ever have a female vice president before 2021?,Les États-Unis ont-ils déjà eu une femme vice-présidente avant 2021 ?,['Q30'],mintaka,Did the United States of America ever have a female vice president before 2021,Les ÉtatsUnis ontils déjà eu une femme viceprésidente avant 2021 ,Did the États ever have a female vice president before 2021
8329c90a,it,en,"Which US state has the most congressional districts, Texas or California?","Quel État américain a le plus grand nombre de circonscriptions électorales, le Texas ou la Californie ?",['Q99'],mintaka,Which US state has the most congressional districts Texas or California,Quel État américain a le plus grand nombre de circonscriptions électorales le Texas ou la Californie ,Which États state has the most congressional districts Texas or California
6d510cf3,it,en,"Who serves a longer term in office, a US president or a US senator?","Qui effectue le plus long mandat, un président ou un sénateur des États-Unis ?",['Q4416090'],mintaka,Who serves a longer term in office a US president or a US senator,Qui effectue le plus long mandat un président ou un sénateur des ÉtatsUnis ,Who serves a longer term in office a États president or a États senator
f5fed8f3,it,en,"Which state has more seats in the House of Representatives, Washington or Maine?","Quel État a le plus de sièges à la Chambre des représentants, Washington ou le Maine ?",['Q11701'],mintaka,Which state has more seats in the House of Representatives Washington or Maine,Quel État a le plus de sièges à la Chambre des représentants Washington ou le Maine ,Which state has more seats in the Chambre des Représentants Washington or Maine
c8e9b445,it,en,"Which state has more seats in the House of Representatives, California or Texas?","Quel État a le plus de sièges à la Chambre des représentants, la Californie ou le Texas ?","['Q11701', 'Q99']",mintaka,Which state has more seats in the House of Representatives California or Texas,Quel État a le plus de sièges à la Chambre des représentants la Californie ou le Texas ,Which state has more seats in the Chambre des Représentants California or Texas
08371014,it,en,"Which state has more electoral votes, California or Utah?","Quel État a le plus de votes électoraux, la Californie ou l’Utah ?",['Q99'],mintaka,Which state has more electoral votes California or Utah,Quel État a le plus de votes électoraux la Californie ou lUtah ,Which state has more electoral votes California or Californie
da29ede7,it,en,"Which state has more electoral votes, California or Alabama?","Quel État a le plus de votes électoraux, la Californie ou l’Alabama ?",['Q99'],mintaka,Which state has more electoral votes California or Alabama,Quel État a le plus de votes électoraux la Californie ou lAlabama ,Which state has more electoral votes California or Californie
be2bc75e,it,en,"Which state has more electoral votes, California or Kansas?","Quel État a le plus de votes électoraux, la Californie ou le Kansas ?",['Q99'],mintaka,Which state has more electoral votes California or Kansas,Quel État a le plus de votes électoraux la Californie ou le Kansas ,Which state has more electoral votes California or Kansas
8234bd17,it,en,"Which state has more electoral votes, California or Wyoming?","Quel État a le plus de votes électoraux, la Californie ou le Wyoming ?",['Q99'],mintaka,Which state has more electoral votes California or Wyoming,Quel État a le plus de votes électoraux la Californie ou le Wyoming ,Which state has more electoral votes California or Wyoming
82e74ee3,it,en,"Which state has more electoral votes, North Carolina or Virginia?","Quel État a le plus de votes électoraux, la Caroline du Nord ou la Virginie ?","['Q1370', 'Q1454']",mintaka,Which state has more electoral votes North Carolina or Virginia,Quel État a le plus de votes électoraux la Caroline du Nord ou la Virginie ,Which state has more electoral votes Caroline du Nord or Virginie
77a20be8,it,en,How many United States Representatives does New Mexico have?,Combien de représentants des États-Unis le Nouveau-Mexique compte-t-il ?,"['Q1522', 'Q30']",mintaka,How many United States Representatives does New Mexico have,Combien de représentants des ÉtatsUnis le NouveauMexique comptetil ,How many ÉtatsUnis Representatives does Nouveau have
084c31d3,it,en,How many Republican governors has California had since 2000?,Combien de gouverneurs républicains la Californie a-t-elle eu depuis 2000 ?,['Q99'],mintaka,How many Republican governors has California had since 2000,Combien de gouverneurs républicains la Californie atelle eu depuis 2000 ,How many Républicain governors has California had since 2000
f974089f,it,en,How many former NFL players have been elected to the US House of Representatives?,Combien d’anciens joueurs de la NFL ont été élus à la Chambre des représentants des États-Unis ?,['Q11701'],mintaka,How many former NFL players have been elected to the US House of Representatives,Combien danciens joueurs de la NFL ont été élus à la Chambre des représentants des ÉtatsUnis ,How many former NFL players have been elected to the Chambre des représentants des ÉtatsUnis
e29deead,it,en,How many US presidents were elected as members of the Whig Party?,Combien de présidents américains ont été élus en tant que membres du parti Whig ?,['Q42183'],mintaka,How many US presidents were elected as members of the Whig Party,Combien de présidents américains ont été élus en tant que membres du parti Whig ,How many États presidents were elected as members of the Parti whig
2f692c5c,it,en,How many Republican mayors has New York City had since 1974?,Combien de maires républicains la ville de New York a-t-elle eu depuis 1974 ?,['Q60'],mintaka,How many Republican mayors has New York City had since 1974,Combien de maires républicains la ville de New York atelle eu depuis 1974 ,How many Républicain mayors has New York had since 1974
367207d6,it,en,How many presidents were never married?,Combien de présidents n’ont jamais été mariés ?,['Q37713312'],mintaka,How many presidents were never married,Combien de présidents nont jamais été mariés ,How many presidents were never married
1882e07d,it,en,How many Republican governors has Florida had since 1980?,Combien de gouverneurs républicains la Floride a-t-elle eu depuis 1980 ?,['Q812'],mintaka,How many Republican governors has Florida had since 1980,Combien de gouverneurs républicains la Floride atelle eu depuis 1980 ,How many Républicain governors has Floride had since 1980
1f857fc5,it,en,How many Democrat governors has Florida had since 1990?,Combien de gouverneurs démocrates la Floride a-t-elle eu depuis 1990 ?,['Q812'],mintaka,How many Democrat governors has Florida had since 1990,Combien de gouverneurs démocrates la Floride atelle eu depuis 1990 ,How many Démocrate governors has Floride had since 1990
e10f5ad2,it,en,How many U.S. states did John Edwards win in the 2004 Democratic Party Primaries?,Combien d’États américains John Edwards a-t-il remporté lors des primaires du parti démocrate en 2004 ?,['Q29552'],mintaka,How many US states did John Edwards win in the 2004 Democratic Party Primaries,Combien dÉtats américains John Edwards atil remporté lors des primaires du parti démocrate en 2004 ,How many États states did John Edwards win in the Primaires présidentielles du Parti démocrate américain de 2004
c8c47b26,it,en,How many US senators represent California?,Combien de sénateurs américains représentent la Californie ?,['Q99'],mintaka,How many US senators represent California,Combien de sénateurs américains représentent la Californie ,How many États senators represent California
b4f05f4b,it,en,Who is the longest-serving president in Africa and for how long?,Qui est le président qui a servi le plus longtemps en Afrique et pour combien de temps ?,['Q15'],mintaka,Who is the longestserving president in Africa and for how long,Qui est le président qui a servi le plus longtemps en Afrique et pour combien de temps ,Who is the longestserving president in Afrique and for how long
4a980b9e,it,en,"Since 2000, how many governors of Florida have been Republican?","Depuis 2000, combien de gouverneurs de Floride ont été républicains ?",['Q812'],mintaka,Since 2000 how many governors of Florida have been Republican,Depuis 2000 combien de gouverneurs de Floride ont été républicains ,Since 2000 how many governors of Floride have been Républicain
1719342b,it,en,How many one term presidents have there been since World War II?,Combien de présidents à un seul mandat y a-t-il eu depuis la Seconde Guerre mondiale ?,['Q362'],mintaka,How many one term presidents have there been since World War II,Combien de présidents à un seul mandat y atil eu depuis la Seconde Guerre mondiale ,How many one term presidents have there been since Seconde Guerre mondiale
983c2418,it,en,How many United States presidents have been Catholic?,Combien de présidents des États-Unis ont été catholiques ?,['Q30'],mintaka,How many United States presidents have been Catholic,Combien de présidents des ÉtatsUnis ont été catholiques ,How many ÉtatsUnis presidents have been Église catholique
9d1a152e,it,en,How many United States presidents have James as a first name?,Combien de présidents des États-Unis ont le prénom James ?,['Q30'],mintaka,How many United States presidents have James as a first name,Combien de présidents des ÉtatsUnis ont le prénom James ,How many ÉtatsUnis presidents have James as a first name
a6f680dd,it,en,How many U.S. presidents were born in Georgia?,Combien de présidents américains sont nés en Géorgie ?,['Q230'],mintaka,How many US presidents were born in Georgia,Combien de présidents américains sont nés en Géorgie ,How many États presidents were born in Georgia
f2fe230e,it,en,How many presidents were born in Virginia?,Combien de présidents sont nés en Virginie ?,['Q1370'],mintaka,How many presidents were born in Virginia,Combien de présidents sont nés en Virginie ,How many presidents were born in Virginie
aea4c077,it,en,How many NBA players have been elected to the U.S. Senate?,Combien de joueurs de la NBA ont été élus au Sénat des États-Unis ?,['Q66096'],mintaka,How many NBA players have been elected to the US Senate,Combien de joueurs de la NBA ont été élus au Sénat des ÉtatsUnis ,How many NBA players have been elected to the Sénat des ÉtatsUnis
cdfe8e31,it,en,How many Republican governors has North Carolina had since 1973?,Combien de gouverneurs républicains la Caroline du Nord a-t-elle eu depuis 1973 ?,['Q1454'],mintaka,How many Republican governors has North Carolina had since 1973,Combien de gouverneurs républicains la Caroline du Nord atelle eu depuis 1973 ,How many Républicain governors has Caroline du Nord had since 1973
23abbc49,it,en,How many Republican governors has North Carolina had since 1897?,Combien de gouverneurs républicains la Caroline du Nord a-t-elle eu depuis 1897 ?,['Q1454'],mintaka,How many Republican governors has North Carolina had since 1897,Combien de gouverneurs républicains la Caroline du Nord atelle eu depuis 1897 ,How many Républicain governors has Caroline du Nord had since 1897
6c05e166,it,en,How many Republican governors has North Carolina had since 1874?,Combien de gouverneurs républicains la Caroline du Nord a-t-elle eu depuis 1874 ?,['Q1454'],mintaka,How many Republican governors has North Carolina had since 1874,Combien de gouverneurs républicains la Caroline du Nord atelle eu depuis 1874 ,How many Républicain governors has Caroline du Nord had since 1874
dc7d1947,it,en,How many none white males have been president of the United States as of 2020?,Combien d’hommes non blancs ont été présidents des États-Unis à partir de 2020 ?,['Q30'],mintaka,How many none white males have been president of the United States as of 2020,Combien dhommes non blancs ont été présidents des ÉtatsUnis à partir de 2020 ,How many none white males have been president of the ÉtatsUnis as of 2020
13dfc1b1,it,en,How many US state governors are female as of October 2021?,Combien de gouverneurs d’État américains sont des femmes en octobre 2021 ?,['Q889821'],mintaka,How many US state governors are female as of October 2021,Combien de gouverneurs dÉtat américains sont des femmes en octobre 2021 ,How many États state governors are female as of October 2021
219d6282,it,en,How many Latino senators has there been in the history of the US?,Combien de sénateurs latinos y a-t-il eu dans l’histoire des États-Unis ?,['Q30'],mintaka,How many Latino senators has there been in the history of the US,Combien de sénateurs latinos y atil eu dans lhistoire des ÉtatsUnis ,How many Latino senators has there been in the history of the États
1088d678,it,en,How many Democrat governors has North Carolina had since 2008?,Combien de gouverneurs démocrates la Caroline du Nord a-t-elle eu depuis 2008 ?,['Q1454'],mintaka,How many Democrat governors has North Carolina had since 2008,Combien de gouverneurs démocrates la Caroline du Nord atelle eu depuis 2008 ,How many Démocrate governors has Caroline du Nord had since 2008
9ec603cc,it,en,How many Democrat senators has North Carolina had since 2008?,Combien de sénateurs démocrates la Caroline du Nord a-t-elle eu depuis 2008 ?,['Q1454'],mintaka,How many Democrat senators has North Carolina had since 2008,Combien de sénateurs démocrates la Caroline du Nord atelle eu depuis 2008 ,How many Démocrate senators has Caroline du Nord had since 2008
051bac35,it,en,"How many senators have read ""Green eggs and ham"" on the senate floor?","Au sénat, combien de sénateurs ont lu le livre « Les œufs verts au jambon » ?",['Q2759523'],mintaka,How many senators have read Green eggs and ham on the senate floor,Au sénat combien de sénateurs ont lu le livre  Les œufs verts au jambon  ,How many senators have read Vert eggs and ham on the senate floor
a5da6417,it,en,How many times was Joe Biden re-elected to the Senate before becoming vice president of the US?,Combien de fois Joe Biden a-t-il été réélu au Sénat avant de devenir vice-président des États-Unis ?,"['Q11699', 'Q30']",mintaka,How many times was Joe Biden reelected to the Senate before becoming vice president of the US,Combien de fois Joe Biden atil été réélu au Sénat avant de devenir viceprésident des ÉtatsUnis ,How many times was Joe Biden reelected to the Sénat before becoming vice president of the États
7b8810e8,it,en,How many Republican governors has California had since 1990?,Combien de gouverneurs républicains la Californie a-t-elle eu depuis 1990 ?,['Q99'],mintaka,How many Republican governors has California had since 1990,Combien de gouverneurs républicains la Californie atelle eu depuis 1990 ,How many Républicain governors has California had since 1990
b3f09fd7,it,en,How many US presidents were members of the Whig Party?,combien de présidents américains faisaient partie du parti Whig ?,['Q42183'],mintaka,How many US presidents were members of the Whig Party,combien de présidents américains faisaient partie du parti Whig ,How many États presidents were members of the Parti whig
d7373737,it,en,How many black presidents has the United States had?,Combien de présidents noirs les États-Unis ont-il eu ?,['Q30'],mintaka,How many black presidents has the United States had,Combien de présidents noirs les ÉtatsUnis ontil eu ,How many black presidents has the ÉtatsUnis had
5d3731f7,it,en,How many female vice presidents has the United States had?,Combien y a-t-il eu de vice-présidentes aux États-Unis ?,['Q30'],mintaka,How many female vice presidents has the United States had,Combien y atil eu de viceprésidentes aux ÉtatsUnis ,How many female vice presidents has the ÉtatsUnis had
06fc11f0,it,en,How many US presidents were from North Carolina?,Combien de présidents américains étaient originaires de Caroline du Nord ?,['Q1454'],mintaka,How many US presidents were from North Carolina,Combien de présidents américains étaient originaires de Caroline du Nord ,How many États presidents were from Caroline du Nord
3698d511,it,en,How many US presidents were from Pennsylvania?,Combien de présidents américains étaient originaires de la Pennsylvanie ?,['Q1400'],mintaka,How many US presidents were from Pennsylvania,Combien de présidents américains étaient originaires de la Pennsylvanie ,How many États presidents were from Pennsylvanie
d9dd772b,it,en,How many US presidents were from California?,Combien de présidents américains étaient originaires de la Californie ?,['Q99'],mintaka,How many US presidents were from California,Combien de présidents américains étaient originaires de la Californie ,How many États presidents were from California
f0f0f740,it,en,How many US House of Representative seats does Idaho have?,Combien de sièges à la Chambre des représentants des États-Unis l’Idaho compte-t-il ?,"['Q30', 'Q11701']",mintaka,How many US House of Representative seats does Idaho have,Combien de sièges à la Chambre des représentants des ÉtatsUnis lIdaho comptetil ,How many États Chambre des représentants of Representative seats does Idaho have
2b76503a,it,en,How many US House of Representative seats does Maine have?,Combien de sièges à la Chambre des représentants des États-Unis le Maine compte-t-il ?,"['Q30', 'Q11701']",mintaka,How many US House of Representative seats does Maine have,Combien de sièges à la Chambre des représentants des ÉtatsUnis le Maine comptetil ,How many États Chambre des représentants of Representative seats does Maine have
c5018216,it,en,How many US House of Representative seats does Delaware have?,Combien de sièges à la Chambre des représentants des États-Unis le Delaware compte-t-il ?,['Q11701'],mintaka,How many US House of Representative seats does Delaware have,Combien de sièges à la Chambre des représentants des ÉtatsUnis le Delaware comptetil ,How many États Chambre des représentants of Representative seats does Delaware have
3400aff3,it,en,How many Democrat governors has Louisiana had since 2000?,Combien de gouverneurs démocrates la Louisiane a-t-elle eu depuis 2000 ?,['Q1588'],mintaka,How many Democrat governors has Louisiana had since 2000,Combien de gouverneurs démocrates la Louisiane atelle eu depuis 2000 ,How many Démocrate governors has Louisiane had since 2000
c8bc375f,it,en,Who lost in the race for governor of Florida in 1994 to then come back to win the election in 1998?,Qui a perdu la course au poste de gouverneur de Floride en 1994 pour ensuite revenir et remporter l’élection en 1998 ?,['Q812'],mintaka,Who lost in the race for governor of Florida in 1994 to then come back to win the election in 1998,Qui a perdu la course au poste de gouverneur de Floride en 1994 pour ensuite revenir et remporter lélection en 1998 ,Who lost in the race for governor of Floride in 1994 to then come back to win the election in 1998
1fc37e2f,it,en,Which mayors of New York City since 1994 have not been Democrats?,Quels maires de la ville de New York depuis 1994 n’ont pas été démocrates ?,['Q60'],mintaka,Which mayors of New York City since 1994 have not been Democrats,Quels maires de la ville de New York depuis 1994 nont pas été démocrates ,Which mayors of New York since 1994 have not been Démocrates
28e9b361,it,en,Which New England state did Al Gore not win in the 2002 Presidential Election?,Dans quel État de Nouvelle-Angleterre Al Gore n’a-t-il pas remporté l’élection présidentielle de 2002 ?,['Q18389'],mintaka,Which New England state did Al Gore not win in the 2002 Presidential Election,Dans quel État de NouvelleAngleterre Al Gore natil pas remporté lélection présidentielle de 2002 ,Which État state did Al Gore not win in the Élection présidentielle française de 2002
c82fd8ca,it,en,Who is the first U.S. vice president that is not a male?,Qui est le premier vice-président des États-Unis qui n’est pas un homme ?,['Q30'],mintaka,Who is the first US vice president that is not a male,Qui est le premier viceprésident des ÉtatsUnis qui nest pas un homme ,Who is the first États vice president that is not a male
9b440053,it,en,Which U.S. president served two terms that were not consecutive?,Quel président des États-Unis a exercé deux mandats non consécutifs ?,['Q30'],mintaka,Which US president served two terms that were not consecutive,Quel président des ÉtatsUnis a exercé deux mandats non consécutifs ,Which États president served two terms that were not consecutive
69edd8bd,it,en,Which American whistleblower was not guaranteed freedom and subsequently fled to Russia?,Quel lanceur d’alerte américain n’a pas obtenu la garantie de sa liberté et s’est ensuite enfui en Russie ?,"['Q846570', 'Q159']",mintaka,Which American whistleblower was not guaranteed freedom and subsequently fled to Russia,Quel lanceur dalerte américain na pas obtenu la garantie de sa liberté et sest ensuite enfui en Russie ,Which American whistleblower was not guaranteed freedom and subsequently fled to Russie
